Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_proj_penalty,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.1278429169176481,8.436732601763563,1000.0,1,20000,1,44.10308074951172,0.000298,0.03861763857947752,3.4922847101649346,0.26181254452600267,33371226.08626198,21.014530897140503,3.7811474800109863,24.79568076133728,1.4114379887075756e-08,-1.602172794434864e-08
-0.08316472040343084,16.906986315240673,1000.0,2,40000,1,83.76358795166016,0.000296,0.027820310558373935,0.8119078350428957,0.3412765403763174,42197938.77955271,21.105870485305786,3.805655002593994,24.911526679992676,-1.4495848965623281e-08,5.722045615108584e-10
-0.12776196919920452,22.100280827021415,1000.0,3,60000,1,131.49539184570312,0.000294,0.021296529099345207,3.774704784250107,0.32193123262982587,63758882.61980831,20.7177255153656,3.598362922668457,24.31609082221985,-4.577636492086867e-09,-3.051757735406113e-09
-0.10548383957354031,23.13,1000.0,4,80000,1,172.2148895263672,0.000292,0.01643879574756272,3.2746286599780805,0.31379638229624723,64769537.84664537,21.027422428131104,3.555828094482422,24.583252429962158,1.6212462483622403e-08,2.5939939973795845e-08
-0.07727013753049605,23.928,1000.0,5,100000,1,201.83193969726562,0.00029,0.013502944341173377,0.8842549637769358,0.36916460246799854,50936271.300319485,21.123894214630127,3.5347368717193604,24.6586332321167,-4.577636492086867e-09,-1.831054596834747e-08
-0.07128466101438238,16.870000000000005,1000.0,6,120000,1,38.057281494140625,0.000288,0.008803743568543618,0.8907590123315969,0.39324718487624544,30229110.968051117,20.647780895233154,2.8025572299957275,23.450340032577515,9.53674295089968e-09,7.629394338515283e-10
-0.08585211925457213,15.818000000000001,1000.0,7,140000,1,32.52734375,0.000286,0.0074213661875325845,2.0861115090953657,0.5056322980136536,64788815.11821086,20.619436502456665,3.04038667678833,23.659825325012207,7.629394005448376e-09,-5.340575981449547e-09
-0.08165444648275105,19.081000000000003,1000.0,8,160000,1,32.89997482299805,0.000284,0.005655244549218648,1.013885554176169,0.3511347774856578,59389666.47923323,21.221887826919556,3.925487518310547,25.147376537322998,-3.433227480087453e-09,6.866454960174906e-09
-0.07043751510851581,20.784,1000.0,9,180000,1,31.4532527923584,0.000282,0.005211155291069478,0.8307443523464112,0.34865870344015165,41829151.62300319,20.88123321533203,3.7525010108947754,24.633735418319702,-7.629394338515283e-10,7.629394005448376e-09
-0.0750303417002691,17.362000000000002,1000.0,10,200000,1,29.926599502563477,0.00028000000000000003,0.0035931631244314364,1.4563237712406123,0.3325663630050211,62656538.958466455,20.962568998336792,3.6430535316467285,24.605624437332153,8.01086397217432e-09,9.918212917625624e-09
-0.13775764261481035,11.553,1000.0,11,220000,1,29.97894859313965,0.00027800000000000004,0.00435542353925804,0.20790683387662656,0.3430672166065667,43141649.39297125,21.254353761672974,3.5063633918762207,24.76071858406067,-3.051757735406113e-09,-2.7465819840699623e-08
