Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.298956487820582,18.247803324771205,1000.0,1,20000,40,0.012650583870708942,0.000298,0.005203327826524046,0.7782774576833977,-0.013073677789105977,26.207515954971313,151.09090375900269,177.29842805862427,-1.1444091230217168e-09,-1.831054596834747e-08
-0.034450091152068076,40.87826588458845,1000.0,2,40000,40,0.017853453755378723,0.000296,0.005020606035374837,1.0411289252019442,-0.019149918196880566,28.142388105392456,151.7799379825592,179.92233633995056,-6.484984993448961e-09,8.31604012319076e-08
0.7487165168361554,53.176827338337056,1000.0,3,60000,31,0.021683985367417336,0.000294,0.006454538003322976,1.5401967225536224,-0.0188427690937186,28.133684873580933,119.50393962860107,147.63763546943665,-2.4414061883248905e-08,-1.525878801089675e-08
2.1014208614248555,79.304,1000.0,4,80000,31,0.020839370787143707,0.000292,0.008385941590210607,1.7938730443898738,-0.01988798967793647,26.578627824783325,116.7240719795227,143.30270767211914,-3.204345588869728e-08,-2.7465819840699623e-08
3.6271426311481263,109.124,1000.0,5,100000,27,0.020219122990965843,0.00029,0.010442667952729336,2.77038874565222,-0.020851509894143316,27.987416982650757,104.51193714141846,132.49936485290527,2.7465819840699623e-08,-6.1035152043587e-08
5.66956681008219,126.98200000000001,1000.0,6,120000,23,0.020333528518676758,0.000288,0.012359181670506956,3.7402320813596175,-0.020548581707162325,28.430346965789795,85.93970823287964,114.37007069587708,7.629394005448376e-09,3.356933575560106e-08
7.321669876212627,142.079,1000.0,7,140000,16,0.020121190696954727,0.000286,0.013306186709645243,4.0001495913409,-0.01932147139636502,29.041052103042603,59.69666910171509,88.7377302646637,6.847381683883214e-08,7.476806729300733e-08
9.205552333265507,159.06900000000002,1000.0,8,160000,18,0.020939480513334274,0.000284,0.01391648226538273,3.687205189555344,-0.020663721125158338,28.425516366958618,69.95434880256653,98.37988352775574,-4.730224389959403e-08,3.662109193669494e-08
10.350044488767695,158.848,1000.0,9,180000,20,0.020774217322468758,0.000282,0.013763836192371794,3.1773454698320394,-0.023523748127636485,28.211997985839844,76.09717345237732,104.30920934677124,1.5258788677030566e-09,6.713867151120212e-08
10.853023907690753,143.958,1000.0,10,200000,18,0.020135415717959404,0.00028000000000000003,0.01883548047832608,3.368054046311783,-0.02110541253514326,28.48284912109375,70.8725893497467,99.35544466972351,5.111694179049664e-08,-2.7465819840699623e-08
11.340330031715078,139.952,1000.0,11,220000,16,0.022496642544865608,0.00027800000000000004,0.018253045481482384,3.654093343621721,-0.019444589188639314,28.288583517074585,63.230440616607666,91.51903343200684,1.678466787780053e-08,1.2207030941624453e-08
11.978972722795342,151.805,1000.0,12,240000,12,0.020438754931092262,0.00027600000000000004,0.019298738314739414,5.296975170874113,-0.01714420416769279,28.624355792999268,46.14386248588562,74.768221616745,4.425048771850015e-08,1.1596679172498625e-07
12.309962275083814,160.635,1000.0,13,260000,20,0.021549111232161522,0.00027400000000000005,0.024014859986208833,3.608421549924646,-0.021288635413245723,26.351115226745605,77.77467250823975,104.12579226493835,7.629394005448376e-09,1.831054596834747e-08
13.322046107745061,179.78699999999998,1000.0,14,280000,9,0.020702607929706573,0.00027200000000000005,0.025597919003140707,5.660900395772201,-0.014044586353845045,26.737538814544678,34.643603563308716,61.38114643096924,-1.9836425835251248e-08,1.6174315931039018e-07
14.666114546067394,181.869,1000.0,15,300000,13,0.02054476924240589,0.00027000000000000006,0.026502477485548296,4.863419623098376,-0.020206742727491362,28.90683937072754,48.966959714889526,77.8738100528717,2.0599363992346298e-08,1.831054596834747e-08
15.19204798704026,182.355,1000.0,16,320000,14,0.020898055285215378,0.00026800000000000006,0.026099849601341256,4.858910962578805,-0.019323219478662525,27.921201944351196,53.808870792388916,81.73008608818054,-2.1362303925798187e-08,8.544921570319275e-08
15.588029261047097,165.555,1000.0,17,340000,11,0.020292945206165314,0.00026600000000000007,0.02857573832418513,5.199526548731857,-0.016010161434066805,28.370198488235474,41.80399179458618,70.17422819137573,-3.051757735406113e-09,1.2207030941624453e-08
14.858540343408274,158.706,1000.0,18,360000,17,0.02014239691197872,0.0002640000000000001,0.03441507081814311,3.826235322525707,-0.019858658774074164,28.515775442123413,51.090160608291626,79.60597395896912,3.280639404579233e-08,3.662109193669494e-08
15.612509563651656,152.48700000000002,1000.0,19,380000,15,0.021449150517582893,0.0002620000000000001,0.033430315792576444,4.078336794815632,-0.018997247251300132,25.950246572494507,56.49182438850403,82.4420907497406,1.0681151962899094e-08,1.2207030941624453e-08
16.440880837198215,145.50799999999998,1000.0,20,400000,14,0.02209966629743576,0.0002600000000000001,0.03232551914937743,3.6214972341621046,-0.02125719264763888,28.522281408309937,53.58815121650696,82.11047792434692,3.662109193669494e-08,-2.1362303925798187e-08
16.75341986758275,140.765,1000.0,21,420000,12,0.021035246551036835,0.0002580000000000001,0.0389030076626835,4.090756171268904,-0.016872926671712543,28.987245559692383,46.427103757858276,75.4144196510315,1.5449524326527353e-08,3.662109193669494e-08
