Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/KL,Train/LagragianMultiplier,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
-0.298956487820582,18.247803324771205,1000.0,1,20000,0.006560281850397587,0.0,0.006500085482557726,1.2456887446865914,-0.02011183649301529,20.883509159088135,8.443973064422607,29.32750391960144,-1.1444091230217168e-09,-1.831054596834747e-08,0.9657250642776489,0.25182220339775085,0.021444838494062424,0.10365135222673416,0.26075974106788635,1.0
0.010693869341355099,52.8233708327347,1000.0,2,40000,0.007768571376800537,0.0037074387073516846,0.0048947559343354334,2.4084719032808475,-0.020859556272625923,20.623909950256348,8.241221904754639,28.865133047103882,1.4877318932349226e-08,3.051757735406113e-09,1.0051807165145874,0.24521349370479584,0.019794359803199768,0.10045018047094345,0.24394966661930084,1.0
0.7868148028166991,66.14557008239116,1000.0,3,60000,0.008355922065675259,0.02218380570411682,0.0075201947924200515,1.9185040293225817,-0.021273497492074966,20.168320178985596,8.515551805496216,28.68387460708618,4.50134258755952e-08,2.7465819840699623e-08,1.037932276725769,0.23313166201114655,0.0185648612678051,0.10922399908304214,0.22461161017417908,1.0
2.5719595750422757,85.334,1000.0,4,80000,0.007947682403028011,0.04739806056022644,0.009243054543236259,2.549813710883924,-0.02024075761437416,20.6581928730011,8.22187066078186,28.88006567955017,3.852844088214624e-08,0.0,1.0447651147842407,0.24432975053787231,0.01832282356917858,0.1065010279417038,0.23386093974113464,1.0
4.524785136915648,80.984,1000.0,5,100000,0.008100643754005432,0.07576455175876617,0.014932773693518085,2.347661464950841,-0.021042516455054283,20.545541048049927,8.154263973236084,28.699806690216064,3.05175760217935e-08,-2.1362303925798187e-08,1.020180583000183,0.2393830567598343,0.019216561689972878,0.11862809956073761,0.2346477210521698,1.0
6.4419115559281535,99.63300000000001,1000.0,6,120000,0.007677831221371889,0.10628752410411835,0.011861071996628099,2.5050373946025872,-0.020525310188531876,20.4924738407135,8.418830633163452,28.911305904388428,3.051757735406113e-09,-2.7465819840699623e-08,1.0336259603500366,0.24440531432628632,0.018719874322414398,0.1116255521774292,0.2364543080329895,1.0
8.502955958152272,104.04400000000001,1000.0,7,140000,0.007000456098467112,0.13829144835472107,0.015116006995486037,2.6660635466408578,-0.01472699549049139,20.449235916137695,8.56817364692688,29.01742649078369,4.0435789827597546e-08,-2.2888182460434336e-09,1.378048300743103,0.26596689224243164,0.010531754232943058,0.08099354058504105,0.1930025964975357,1.0
9.910803855235628,116.19200000000001,1000.0,8,160000,0.0065466053783893585,0.17141321301460266,0.015857222223073054,2.9617114815742345,-0.01591484621167183,20.197715759277344,8.289780616760254,28.48749828338623,5.6457519548303026e-08,-1.0604858147189589e-07,1.2705192565917969,0.2700791656970978,0.012389881536364555,0.08330941945314407,0.21257384121418,1.0
11.223022177543527,129.018,1000.0,9,180000,0.007237107027322054,0.20542708039283752,0.01762277680348344,2.752461005585968,-0.018112841993570328,21.090638637542725,8.13023853302002,29.220890045166016,7.934570334100499e-08,-1.831054596834747e-08,1.1336101293563843,0.2674490809440613,0.01556332129985094,0.11583906412124634,0.23592686653137207,1.0
13.04330136029705,133.01,1000.0,10,200000,0.007097574416548014,0.24019216001033783,0.02259325278555132,2.7022031881247357,-0.017908142879605293,21.260505199432373,8.581548929214478,29.842061042785645,7.114410038866481e-08,-4.882812376649781e-08,1.0910519361495972,0.2624400556087494,0.016801144927740097,0.1168169304728508,0.24053853750228882,1.0
