Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.298956487820582,18.247803324771205,1000.0,1,20000,40,0.012650583870708942,0.000298,0.005203327826524046,0.7782774576833977,-0.013073677789105977,22.095255136489868,103.18235373497009,125.27763509750366,-1.1444091230217168e-09,-1.831054596834747e-08
-0.034450091152068076,40.87826588458845,1000.0,2,40000,40,0.017853453755378723,0.000296,0.005020606035374837,1.0411289252019442,-0.019149918196880566,22.829419136047363,92.19700789451599,115.02643871307373,-6.484984993448961e-09,8.31604012319076e-08
0.7487165168361554,53.176827338337056,1000.0,3,60000,31,0.021683985367417336,0.000294,0.006454538003322976,1.5401967225536224,-0.0188427690937186,23.34004521369934,81.96807670593262,105.30813097953796,-2.4414061883248905e-08,-1.525878801089675e-08
2.1014208614248555,79.304,1000.0,4,80000,31,0.020839370787143707,0.000292,0.008385941590210607,1.7938730443898738,-0.01988798967793647,22.438945293426514,75.6868827342987,98.12583994865417,-3.204345588869728e-08,-2.7465819840699623e-08
3.6271426311481263,109.124,1000.0,5,100000,27,0.020219122990965843,0.00029,0.010442667952729336,2.77038874565222,-0.020851509894143316,22.787495374679565,67.12327933311462,89.9108018875122,2.7465819840699623e-08,-6.1035152043587e-08
5.66956681008219,126.98200000000001,1000.0,6,120000,23,0.020333528518676758,0.000288,0.012359181670506956,3.7402320813596175,-0.020548581707162325,23.234588623046875,56.21216702461243,79.44676685333252,7.629394005448376e-09,3.356933575560106e-08
7.321669876212627,142.079,1000.0,7,140000,16,0.020121190696954727,0.000286,0.013306186709645243,4.0001495913409,-0.01932147139636502,22.392219305038452,42.27792572975159,64.67014789581299,6.847381683883214e-08,7.476806729300733e-08
9.205552333265507,159.06900000000002,1000.0,8,160000,18,0.020939480513334274,0.000284,0.01391648226538273,3.687205189555344,-0.020663721125158338,22.610528469085693,46.77275061607361,69.38330125808716,-4.730224389959403e-08,3.662109193669494e-08
10.350044488767695,158.848,1000.0,9,180000,20,0.020774217322468758,0.000282,0.013763836192371794,3.1773454698320394,-0.023523748127636485,21.595332860946655,53.76616168022156,75.36151218414307,1.5258788677030566e-09,6.713867151120212e-08
10.853023907690753,143.958,1000.0,10,200000,18,0.020135415717959404,0.00028000000000000003,0.01883548047832608,3.368054046311783,-0.02110541253514326,24.078019857406616,48.50771522521973,72.5857663154602,5.111694179049664e-08,-2.7465819840699623e-08
11.340330031715078,139.952,1000.0,11,220000,16,0.022496642544865608,0.00027800000000000004,0.018253045481482384,3.654093343621721,-0.019444589188639314,22.14086151123047,44.942007303237915,67.08287787437439,1.678466787780053e-08,1.2207030941624453e-08
11.978972722795342,151.805,1000.0,12,240000,12,0.020438754931092262,0.00027600000000000004,0.019298738314739414,5.296975170874113,-0.01714420416769279,22.394557237625122,32.85320472717285,55.247766733169556,4.425048771850015e-08,1.1596679172498625e-07
12.309962275083814,160.635,1000.0,13,260000,20,0.021549111232161522,0.00027400000000000005,0.024014859986208833,3.608421549924646,-0.021288635413245723,22.401204347610474,51.84172987937927,74.24294066429138,7.629394005448376e-09,1.831054596834747e-08
13.322046107745061,179.78699999999998,1000.0,14,280000,9,0.020702607929706573,0.00027200000000000005,0.025597919003140707,5.660900395772201,-0.014044586353845045,22.50809144973755,23.414913654327393,45.92301297187805,-1.9836425835251248e-08,1.6174315931039018e-07
14.666114546067394,181.869,1000.0,15,300000,13,0.02054476924240589,0.00027000000000000006,0.026502477485548296,4.863419623098376,-0.020206742727491362,22.15632462501526,33.086132764816284,55.242488861083984,2.0599363992346298e-08,1.831054596834747e-08
15.19204798704026,182.355,1000.0,16,320000,14,0.020898055285215378,0.00026800000000000006,0.026099849601341256,4.858910962578805,-0.019323219478662525,22.44308066368103,33.55944895744324,56.002543449401855,-2.1362303925798187e-08,8.544921570319275e-08
15.588029261047097,165.555,1000.0,17,340000,11,0.020292945206165314,0.00026600000000000007,0.02857573832418513,5.199526548731857,-0.016010161434066805,23.193578481674194,30.496322870254517,53.6900315284729,-3.051757735406113e-09,1.2207030941624453e-08
14.858540343408274,158.706,1000.0,18,360000,17,0.02014239691197872,0.0002640000000000001,0.03441507081814311,3.826235322525707,-0.019858658774074164,22.823721170425415,46.43777680397034,69.26173543930054,3.280639404579233e-08,3.662109193669494e-08
15.612509563651656,152.48700000000002,1000.0,19,380000,15,0.021449150517582893,0.0002620000000000001,0.033430315792576444,4.078336794815632,-0.018997247251300132,21.78538727760315,39.31494140625,61.10050678253174,1.0681151962899094e-08,1.2207030941624453e-08
16.440880837198215,145.50799999999998,1000.0,20,400000,14,0.02209966629743576,0.0002600000000000001,0.03232551914937743,3.6214972341621046,-0.02125719264763888,22.555821180343628,36.54405498504639,59.09990429878235,3.662109193669494e-08,-2.1362303925798187e-08
16.75341986758275,140.765,1000.0,21,420000,12,0.021035246551036835,0.0002580000000000001,0.0389030076626835,4.090756171268904,-0.016872926671712543,22.277913808822632,32.7526969909668,55.03062844276428,1.5449524326527353e-08,3.662109193669494e-08
18.232182311045197,140.414,1000.0,22,440000,11,0.020627081394195557,0.0002560000000000001,0.033168498163752315,4.786404231174235,-0.019566889049990075,21.91817307472229,28.498531103134155,50.416717290878296,4.577636492086867e-09,0.0
19.392648957586267,154.48100000000002,1000.0,23,460000,10,0.02015765756368637,0.0002540000000000001,0.036016729853142755,5.019583620507115,-0.017409349115827262,21.662801265716553,26.471984386444092,48.134870290756226,2.7465819840699623e-08,-9.155272984173735e-09
19.805435088626446,171.36999999999998,1000.0,24,480000,11,0.021058429032564163,0.0002520000000000001,0.03235469804819746,5.700392308915177,-0.01908495539954598,23.08705186843872,29.994942665100098,53.08204650878906,1.831054596834747e-08,1.831054596834747e-08
20.0613235746839,188.251,1000.0,25,500000,10,0.021149566397070885,0.0002500000000000001,0.03508283972990113,6.720033491457613,-0.017911192583747376,22.27954339981079,26.84501814842224,49.12456512451172,1.0681151962899094e-08,-6.1035152043587e-08
20.164818191141528,197.95800000000003,1000.0,26,520000,9,0.020240310579538345,0.0002480000000000001,0.03911424617662915,5.97971316580659,-0.016843449548852224,22.925851821899414,24.65528678894043,47.58123850822449,-4.959106458812812e-09,6.713867151120212e-08
20.377283233303167,181.402,1000.0,27,540000,10,0.02076822705566883,0.0002460000000000001,0.03735744883172428,5.951421019901483,-0.017901882697372865,23.06193733215332,24.137004852294922,47.199005365371704,1.0681151962899094e-08,-4.882812376649781e-08
20.513192994696773,169.82300000000004,1000.0,28,560000,13,0.020464062690734863,0.0002440000000000001,0.036011802401090615,5.030803265428625,-0.01879317729386441,22.671454668045044,31.30799627304077,53.979459047317505,5.1498409980865745e-09,-6.713867151120212e-08
21.128116479660758,168.86,1000.0,29,580000,11,0.020678242668509483,0.0002420000000000001,0.03386106118970993,5.349914746578094,-0.018264666856992844,22.10666561126709,26.697426319122314,48.804096937179565,4.1961669694501325e-09,-5.187987994759169e-08
