Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_proj_penalty,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.8414832200165977,83.27305555555556,1000.0,5,10240,3,0.026666123420000076,0.00029897540983606546,0.054326729039135185,20.82891268833824,0.0023462567601793285,11541.068210767664,4.288464784622192,0.06317710876464844,4.351669788360596,2.8049246481032242e-08,-4.487879579073706e-08
-0.6181483592061899,94.04483365791415,1000.0,10,20480,2,0.044768862426280975,0.000297950819672131,0.048229969044526415,23.19723864197731,0.01221679567048947,6817.174104817708,3.8914451599121094,0.03598427772521973,3.9275476932525635,9.349748530951274e-09,-2.243939789536853e-08
-0.7693039105028705,98.16391548855943,1000.0,15,30720,2,0.042436715215444565,0.00029692622950819656,0.048139266483485696,14.788063827157021,0.025765833770856263,8356.892950439453,4.415321350097656,0.034424543380737305,4.449782609939575,0.0,-5.983839201917363e-08
-0.6753421406092265,102.24980382691803,1000.0,20,40960,2,0.030670585110783577,0.0002959016393442621,0.04987505599856377,14.508426141738891,0.03854893317911774,11714.092456054688,4.283926963806152,0.03511834144592285,4.319167137145996,1.8699497061902548e-08,-5.235859390495534e-08
-0.7251716259292429,98.86194437242975,1000.0,25,51200,2,0.020317386835813522,0.0002948770491803276,0.04232741948217154,15.488050103187561,0.034223842155188325,10893.880151367188,3.8679542541503906,0.03883790969848633,3.9068212509155273,1.4959598004793406e-08,-1.4024622885244753e-07
-0.8256136457080192,94.098,1000.0,30,61440,3,0.020770616829395294,0.00029385245901639314,0.03927588860193888,14.741173334916432,0.0694772741291672,8486.265104166667,4.187005519866943,0.06409049034118652,4.251123428344727,-1.8699497505991758e-09,-2.991919600958681e-08
-0.960245280379412,97.564,1000.0,35,71680,3,0.02313130348920822,0.0002928278688524587,0.03830021378748557,27.410494019003476,0.05698257084826336,10277.16837086397,3.8876099586486816,0.052663564682006836,3.9404048919677734,1.3089648476238835e-08,-1.421161783810021e-07
-0.9334938047412086,106.98800000000001,1000.0,40,81920,3,0.028043920174241066,0.00029180327868852423,0.036764416843652725,21.57364496961236,0.05420467497970094,17420.246643066406,4.404412269592285,0.058063507080078125,4.46257758140564,1.4959598004793406e-08,-5.6098492962064483e-08
-0.9558857797089851,99.644,1000.0,45,92160,3,0.026709292083978653,0.0002907786885245898,0.03398341325422128,11.701586508750916,0.10657843109220266,13931.92109375,4.138500690460205,0.04886317253112793,4.187476396560669,0.0,-2.6927276053356763e-07
-0.8459148455294544,108.894,1000.0,50,102400,4,0.02668076381087303,0.00028975409836065537,0.034652155940420926,31.88616168498993,0.061116279335692525,17377.085983276367,4.267837285995483,0.08249711990356445,4.350446939468384,-9.349748752995879e-10,-2.9919195299044077e-07
