Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
-0.298956487820582,18.247803324771205,1000.0,1,20000,0.006560281850397587,0.0065000855223020645,1.2456887262831828,-0.02011183649301529,23.351353406906128,9.044127702713013,32.395487785339355,-1.1444091230217168e-09,-1.831054596834747e-08,0.9657250642776489,0.25182223320007324,0.021444838494062424,0.10365135222673416,0.26075974106788635,1.0
-0.15962405123205828,49.568272639473946,1000.0,2,40000,0.0078887315467,0.004585823435543971,2.5408645351980903,-0.021707257255911827,23.35257840156555,9.045284748077393,32.39786887168884,1.831054596834747e-08,-3.051757735406113e-09,0.9377383589744568,0.23264876008033752,0.02274397946894169,0.11364945024251938,0.24809560179710388,1.0
0.6749709585209719,80.7177329575832,1000.0,3,60000,0.00810923334211111,0.00734218172269286,2.862695552095486,-0.023526370525360107,23.714627504348755,8.856278419494629,32.570919036865234,1.0681151962899094e-08,3.9672851670502496e-08,0.9020392298698425,0.22399097681045532,0.024579834192991257,0.13611210882663727,0.24831622838974,1.0
2.569454616855912,99.91799999999999,1000.0,4,80000,0.008365844376385212,0.009361042210440727,2.1765804695475635,-0.02089703641831875,23.332716941833496,8.935009002685547,32.267741203308105,5.7983395862493126e-08,5.493163968139925e-08,1.0168170928955078,0.23360735177993774,0.01934390515089035,0.10999372601509094,0.22974371910095215,1.0
4.678024852566056,102.8,1000.0,5,100000,0.00804496556520462,0.010277283962543128,2.663858998505173,-0.020340818911790848,23.675007343292236,8.932897567749023,32.60791802406311,3.7002561015242463e-08,1.5869140668200998e-07,1.0514386892318726,0.24482417106628418,0.018090970814228058,0.09965576231479645,0.23284684121608734,1.0
6.481873678019066,105.09100000000001,1000.0,6,120000,0.007815240882337093,0.009561802575566396,2.9040175716208805,-0.018799828365445137,23.6054208278656,9.31826138496399,32.92369771003723,0.0,6.1035152043587e-08,1.1148446798324585,0.25015100836753845,0.016091667115688324,0.09599708020687103,0.2243819236755371,1.0
8.328308095437889,111.005,1000.0,7,140000,0.008270406164228916,0.015774889185336555,2.9232143579774603,-0.018769381567835808,23.344656944274902,8.851924896240234,32.196595907211304,3.05175760217935e-08,5.7983395862493126e-08,1.0975570678710938,0.23176869750022888,0.01660257950425148,0.1346806138753891,0.21116778254508972,1.0
10.949757037141136,119.386,1000.0,8,160000,0.0074511016719043255,0.01654517742668747,3.1963545449979747,-0.018648043274879456,23.445632696151733,8.817948341369629,32.263596296310425,-4.577636492086867e-09,-2.4414061883248905e-08,1.1063404083251953,0.25164520740509033,0.01634000614285469,0.11192463338375092,0.22745729982852936,1.0
13.806249894754734,135.08200000000002,1000.0,9,180000,0.0076168617233633995,0.017049324384943883,3.2135673555978546,-0.017589669674634933,23.30688166618347,9.405133485794067,32.712032079696655,5.722045615108584e-10,3.662109193669494e-08,1.1295503377914429,0.25203031301498413,0.015675395727157593,0.1221657320857048,0.2231244593858719,1.0
15.023773807390612,154.61899999999997,1000.0,10,200000,0.00783003680408001,0.01951016849915313,4.033906760792823,-0.01842234656214714,23.818100690841675,9.036633968353271,32.85477924346924,4.882812376649781e-08,3.05175760217935e-08,1.0590100288391113,0.2307295948266983,0.01783321425318718,0.14992818236351013,0.21787290275096893,1.0
15.93367731763818,171.85899999999998,1000.0,11,220000,0.006979187019169331,0.021272017711856564,3.6289940243314027,-0.017064614221453667,23.330490112304688,8.881515741348267,32.212021350860596,6.179809730610941e-08,-3.05175760217935e-08,1.1693100929260254,0.2636639177799225,0.014627504162490368,0.11341850459575653,0.22548672556877136,1.0
15.892955354015587,182.887,1000.0,12,240000,0.006498172413557768,0.024816043037850007,3.9684491417969867,-0.017691802233457565,23.8639395236969,9.066208362579346,32.93016242980957,4.50134258755952e-08,-2.4414061883248905e-08,1.1167852878570557,0.2790836989879608,0.016035791486501694,0.11081092804670334,0.24989914894104004,1.0
16.11392134878199,186.89999999999998,1000.0,13,260000,0.006425477564334869,0.03347462081961381,3.622748393997265,-0.015487303957343102,23.152246952056885,8.821754693984985,31.97401523590088,-1.1825560974898508e-08,-4.882812376649781e-08,1.2694135904312134,0.2774386703968048,0.012411472387611866,0.10251414775848389,0.21855655312538147,1.0
17.419618796836097,196.579,1000.0,14,280000,0.0058859954588115215,0.029753274691830964,4.007079213743757,-0.014366604387760162,23.171118021011353,9.022000789642334,32.19313168525696,-3.814697180359872e-08,9.765624753299562e-08,1.3571398258209229,0.29193180799484253,0.010858763009309769,0.0992330014705658,0.21510812640190125,1.0
18.21946902198827,197.97099999999995,1000.0,15,300000,0.00616492610424757,0.029969936910613327,4.111749869774861,-0.015783261507749557,23.20807981491089,9.061791181564331,32.269882678985596,-1.2207030941624453e-08,9.00268517511904e-08,1.2548421621322632,0.28409653902053833,0.012701394967734814,0.0962260290980339,0.2264002114534378,1.0
18.550436523800144,203.269,1000.0,16,320000,0.006042627617716789,0.034322914471671837,4.1891846939257,-0.015284648165106773,23.042543411254883,8.814362525939941,31.85692262649536,1.525878801089675e-08,6.103515470812226e-09,1.2982233762741089,0.2931535542011261,0.011866722255945206,0.09123295545578003,0.22581133246421814,1.0
