Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Loss/Loss_proj_penalty,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-0.5179424561502591,149.14353174603175,1000.0,5,10240,1,0.07162468880414963,0.0002969999999999999,0.054549467217709334,28.155741397823608,0.012341266481338866,11226.21968296596,3.9346108436584473,0.08077692985534668,4.0154290199279785,-1.1219698947684265e-08,-1.1219698947684265e-08
-0.46055872491900196,116.34695379955443,1000.0,10,20480,1,0.15254510939121246,0.0002939999999999999,0.04874431760981679,8.869638250768185,0.04494528595823795,6179.565579223633,4.068563461303711,0.06809210777282715,4.136738538742065,-2.243939789536853e-08,-1.8699497061902548e-08
-0.6288463125431927,110.75206286808312,1000.0,15,30720,1,0.103415846824646,0.00029099999999999986,0.04456043597310781,20.649173820018767,0.09635648315306752,8168.468731689453,4.060714960098267,0.07101202011108398,4.131822109222412,-7.479799002396703e-09,2.243939789536853e-08
-0.5345048281097627,105.95333607436457,1000.0,20,40960,1,0.08111371099948883,0.00028799999999999984,0.04580978034064174,11.787387013435364,0.11488886529114098,11411.193151855468,4.430748701095581,0.09003281593322754,4.521125316619873,1.4959598004793406e-08,-1.4959598004793406e-08
-0.5776675125488306,99.7063104179417,1000.0,25,51200,1,0.05504133924841881,0.00028499999999999977,0.04106202237308025,16.564030838012695,0.12545978846028447,13944.227612304687,3.99570631980896,0.06568479537963867,4.061491012573242,-7.479799002396703e-09,-4.487879579073706e-08
-0.5595778122259196,95.144,1000.0,30,61440,1,0.055749841034412384,0.0002819999999999997,0.036646523093804714,15.523557668924331,0.07506292402977124,17376.03671875,4.116148233413696,0.07721686363220215,4.193482875823975,1.1219698947684265e-08,-5.983839201917363e-08
-0.7453991806886353,92.648,1000.0,35,71680,1,0.03540870174765587,0.0002789999999999997,0.037056398252025245,17.661319637298583,0.10476397122256458,15403.756103515625,4.10918664932251,0.0749211311340332,4.184146404266357,1.1219698947684265e-08,-4.487879579073706e-08
-0.7000507377265381,88.046,1000.0,40,81920,1,0.047264859080314636,0.0002759999999999996,0.03495061928406358,5.889311802387238,0.11956814168952405,28784.52536621094,4.188983201980591,0.07410287857055664,4.263205289840698,-1.4959598004793406e-08,0.0
-0.7121286501151883,81.876,1000.0,45,92160,1,0.02838730253279209,0.00027299999999999964,0.031216085609048604,20.968318510055543,0.08800297495909035,19857.381640625,4.001540899276733,0.06357693672180176,4.0651679039001465,-3.7398995011983516e-09,-2.5431316430513107e-07
-0.6150204108532876,91.852,1000.0,50,102400,1,0.027932025492191315,0.0002699999999999996,0.032450992986559866,17.797957450151443,0.06137793969828635,20721.829052734374,4.177783727645874,0.07218313217163086,4.250113487243652,1.4959598004793406e-08,-1.6455557272365695e-07
